account_id,customer_id,branch_id,account_number,account_type,currency,balance,account_status,opened_date
ACC0052409,CUST034104,BR0155,864471465596,Savings,INR,1563366.99,CLOSED,2023-11-20
ACC0052410,CUST005292,BR0136,452081745959,Current,INR,4375635.35,CLOSED,2025-08-19
ACC0052411,CUST073536,BR0229,430161071114,Savings,INR,594963.54,ACTIVE,2014-08-12
ACC0052412,CUST085042,BR0020,532629366220,Savings,INR,3258893.03,ACTIVE,2025-03-19
ACC0052413,CUST075192,BR0221,604169391424,Current,INR,1267995.86,DORMANT,2019-10-28
ACC0052414,CUST057883,BR0254,168412490778,Current,INR,2106565.17,CLOSED,2011-12-30
ACC0052415,CUST044395,BR0366,417908466148,Savings,INR,3409301.02,ACTIVE,2021-09-10
ACC0052416,CUST084218,BR0156,836278416843,Current,INR,2248007.19,DORMANT,2017-01-19
ACC0052417,CUST024719,BR0347,718155662729,Savings,INR,566809.59,ACTIVE,2017-04-03
ACC0052418,CUST069998,BR0018,262741235937,Current,INR,2783091.27,ACTIVE,2020-01-22
ACC0052419,CUST060602,BR0467,457069492265,Current,INR,4692926.92,ACTIVE,2018-05-21
ACC0052420,CUST046367,BR0491,144167911618,Savings,INR,1996156.3,ACTIVE,2013-12-23
ACC0052421,CUST099250,BR0245,754278260024,Savings,INR,2993769.38,DORMANT,2014-04-10
ACC0052422,CUST042298,BR0207,253079964435,Savings,INR,1172449.3,DORMANT,2020-01-22
ACC0052423,CUST015872,BR0003,928137767776,Savings,INR,3241875.29,ACTIVE,2017-10-30
ACC0052424,CUST050611,BR0413,978584168390,Current,INR,3138016.38,ACTIVE,2016-10-04
ACC0052425,CUST002092,BR0222,731842794979,Current,INR,3443021.17,DORMANT,2014-10-17
ACC0052426,CUST082581,BR0070,943087796873,Current,INR,3880003.69,DORMANT,2023-06-07
ACC0052427,CUST005628,BR0461,832711465566,Current,INR,2502837.45,CLOSED,2019-09-23
ACC0052428,CUST069112,BR0465,826521218074,Savings,INR,4982484.42,ACTIVE,2017-12-22
ACC0052429,CUST060288,BR0283,333315146181,Current,INR,2100432.81,DORMANT,2015-03-05
ACC0052430,CUST092593,BR0480,387580754718,Current,INR,2222190.28,CLOSED,2016-10-08
ACC0052431,CUST051969,BR0232,745141663696,Savings,INR,1442805.32,DORMANT,2023-06-05
ACC0052432,CUST014578,BR0477,114657986896,Savings,INR,2879624.33,DORMANT,2018-08-08
ACC0052433,CUST067239,BR0356,571494887281,Savings,INR,425791.69,ACTIVE,2016-02-06
ACC0052434,CUST030744,BR0290,568520777437,Savings,INR,4905132.35,ACTIVE,2018-05-03
ACC0052435,CUST073499,BR0484,318915816587,Savings,INR,1000988.81,CLOSED,2016-10-23
ACC0052436,CUST029589,BR0063,423417625744,Savings,INR,380013.61,DORMANT,2024-09-22
ACC0052437,CUST056162,BR0312,521214836386,Savings,INR,3051949.06,CLOSED,2014-09-18
ACC0052438,CUST028060,BR0240,828980028593,Current,INR,1417664.89,CLOSED,2012-01-07
ACC0052439,CUST008331,BR0083,227525046118,Current,INR,1403524.93,ACTIVE,2022-11-03
ACC0052440,CUST076702,BR0281,887360609395,Current,INR,2429988.35,CLOSED,2016-09-21
ACC0052441,CUST026257,BR0343,490951005769,Current,INR,2489270.89,CLOSED,2015-08-20
ACC0052442,CUST090133,BR0218,561698245820,Current,INR,1422022.38,ACTIVE,2014-09-12
ACC0052443,CUST041791,BR0459,906731364768,Savings,INR,3208914.0,CLOSED,2016-06-14
ACC0052444,CUST070373,BR0245,576437360454,Savings,INR,3934348.75,CLOSED,2014-02-15
ACC0052445,CUST043699,BR0039,930218943650,Savings,INR,3192010.56,CLOSED,2025-05-28
ACC0052446,CUST082728,BR0118,139051418349,Current,INR,981410.15,ACTIVE,2013-02-25
ACC0052447,CUST037924,BR0140,737454990265,Current,INR,67468.24,DORMANT,2017-07-05
ACC0052448,CUST085538,BR0167,877104342169,Savings,INR,4042660.51,ACTIVE,2016-11-07
ACC0052449,CUST015353,BR0285,955586336412,Savings,INR,1144558.77,ACTIVE,2019-01-10
ACC0052450,CUST034253,BR0480,568768557855,Current,INR,348425.66,ACTIVE,2021-04-02
ACC0052451,CUST000693,BR0266,500855862261,Current,INR,4623556.76,CLOSED,2016-10-01
ACC0052452,CUST076659,BR0314,173477049057,Savings,INR,3571062.58,CLOSED,2023-05-02
ACC0052453,CUST030456,BR0152,974332849164,Current,INR,4128067.44,CLOSED,2020-05-14
ACC0052454,CUST002503,BR0444,722238934689,Current,INR,1536925.75,DORMANT,2022-08-16
ACC0052455,CUST022200,BR0500,446881053150,Savings,INR,2271403.23,CLOSED,2024-04-08
ACC0052456,CUST010815,BR0372,573482262011,Savings,INR,100378.13,DORMANT,2026-01-13
ACC0052457,CUST037942,BR0328,665383349882,Savings,INR,2532784.54,ACTIVE,2024-03-07
ACC0052458,CUST053187,BR0166,782049814250,Savings,INR,3119055.86,DORMANT,2024-02-27
ACC0052459,CUST082511,BR0279,910097730293,Current,INR,1021036.64,ACTIVE,2020-12-23
ACC0052460,CUST049164,BR0211,360268023028,Current,INR,930308.57,CLOSED,2026-01-29
ACC0052461,CUST030184,BR0178,598369187508,Savings,INR,2170309.83,DORMANT,2015-05-11
ACC0052462,CUST001779,BR0304,877045036871,Savings,INR,4381300.41,ACTIVE,2014-06-22
ACC0052463,CUST084989,BR0339,162794644284,Savings,INR,1665533.06,ACTIVE,2013-01-31
ACC0052464,CUST094948,BR0463,525975179681,Current,INR,3944711.49,ACTIVE,2018-01-11
ACC0052465,CUST017209,BR0450,814051576510,Current,INR,887089.51,CLOSED,2021-10-17
ACC0052466,CUST013524,BR0202,548779368444,Savings,INR,3366910.79,DORMANT,2025-09-21
ACC0052467,CUST096036,BR0010,685874755173,Savings,INR,4002237.17,ACTIVE,2013-09-22
ACC0052468,CUST078496,BR0084,868866789599,Savings,INR,2479156.19,CLOSED,2014-06-16
ACC0052469,CUST052403,BR0303,986083198434,Current,INR,2703504.62,DORMANT,2018-01-29
ACC0052470,CUST030274,BR0329,190025322837,Current,INR,1478168.25,CLOSED,2018-06-26
ACC0052471,CUST020280,BR0410,504876093231,Current,INR,4463383.4,CLOSED,2021-08-17
ACC0052472,CUST017880,BR0121,895791990475,Savings,INR,2386277.24,ACTIVE,2016-11-07
ACC0052473,CUST011007,BR0451,344666049570,Savings,INR,2931983.49,ACTIVE,2013-11-04
ACC0052474,CUST042087,BR0275,795918796378,Current,INR,3348992.45,DORMANT,2022-03-05
ACC0052475,CUST094544,BR0168,107430850617,Current,INR,2196835.51,DORMANT,2023-01-11
ACC0052476,CUST071263,BR0239,387211245643,Savings,INR,2922920.82,CLOSED,2022-12-09
ACC0052477,CUST063400,BR0312,271317471093,Current,INR,1229339.79,CLOSED,2015-04-18
ACC0052478,CUST010932,BR0371,574850545851,Savings,INR,4246375.67,DORMANT,2012-02-15
ACC0052479,CUST001820,BR0375,395681978937,Savings,INR,4658908.6,ACTIVE,2011-10-24
ACC0052480,CUST000980,BR0343,959639909635,Current,INR,655160.46,CLOSED,2011-08-08
ACC0052481,CUST005171,BR0447,304265316114,Current,INR,2905070.01,CLOSED,2014-07-04
ACC0052482,CUST041448,BR0097,540403066807,Current,INR,4676865.4,CLOSED,2023-03-30
ACC0052483,CUST058312,BR0071,620586468157,Savings,INR,1474745.19,DORMANT,2022-01-08
ACC0052484,CUST034119,BR0208,696892919852,Current,INR,4607685.2,ACTIVE,2025-01-23
ACC0052485,CUST003192,BR0235,431859586569,Savings,INR,4713753.7,ACTIVE,2012-01-30
ACC0052486,CUST075380,BR0269,503507767399,Current,INR,3954799.09,DORMANT,2020-05-01
ACC0052487,CUST013245,BR0004,126208027662,Savings,INR,4537178.08,DORMANT,2013-12-30
ACC0052488,CUST052555,BR0190,786029349810,Savings,INR,684331.05,ACTIVE,2019-12-02
ACC0052489,CUST016132,BR0499,125356352144,Current,INR,2379932.99,ACTIVE,2021-10-16
ACC0052490,CUST096757,BR0397,566070335947,Savings,INR,4393124.35,ACTIVE,2013-06-08
ACC0052491,CUST004376,BR0221,245441924746,Current,INR,3194655.85,ACTIVE,2024-09-20
ACC0052492,CUST053200,BR0070,718574384520,Savings,INR,4554159.17,CLOSED,2026-05-17
ACC0052493,CUST038736,BR0264,475103977803,Current,INR,4495502.6,CLOSED,2026-01-22
ACC0052494,CUST059196,BR0114,736292413453,Current,INR,1839931.39,ACTIVE,2023-12-16
ACC0052495,CUST096305,BR0460,304761255862,Savings,INR,2603151.45,ACTIVE,2020-08-24
ACC0052496,CUST029528,BR0233,275229991048,Current,INR,4018949.14,ACTIVE,2014-10-17
ACC0052497,CUST064395,BR0413,710147292845,Current,INR,2479547.64,ACTIVE,2019-11-11
ACC0052498,CUST029695,BR0290,749850310961,Current,INR,3976108.87,DORMANT,2019-07-02
ACC0052499,CUST080077,BR0262,994883846841,Current,INR,153219.39,ACTIVE,2017-06-16
ACC0052500,CUST076229,BR0168,558337482059,Current,INR,2233252.78,ACTIVE,2017-06-03
ACC0052501,CUST062411,BR0396,132105027504,Current,INR,3696806.91,CLOSED,2019-01-01
ACC0052502,CUST001630,BR0316,766695111145,Current,INR,964428.25,ACTIVE,2014-05-05
ACC0052503,CUST059537,BR0145,413904036471,Current,INR,2861108.74,DORMANT,2024-01-23
ACC0052504,CUST024866,BR0326,649889686015,Current,INR,1968941.31,ACTIVE,2012-03-07
ACC0052505,CUST047305,BR0413,493557096880,Current,INR,2432624.23,CLOSED,2019-11-08
ACC0052506,CUST061762,BR0228,144867241126,Savings,INR,517078.72,CLOSED,2013-11-29
ACC0052507,CUST053995,BR0124,942489380690,Current,INR,2182587.54,DORMANT,2019-12-28
ACC0052508,CUST020977,BR0351,327156934297,Savings,INR,2129352.58,DORMANT,2024-02-22
ACC0052509,CUST017687,BR0066,991565164781,Current,INR,4307417.41,CLOSED,2020-01-21
ACC0052510,CUST003396,BR0031,745092953655,Savings,INR,2582534.45,DORMANT,2013-03-15
ACC0052511,CUST097787,BR0109,187191765365,Current,INR,2046288.91,ACTIVE,2013-01-04
ACC0052512,CUST009786,BR0118,756285100653,Savings,INR,1255407.01,ACTIVE,2016-06-13
ACC0052513,CUST046234,BR0260,453867525837,Savings,INR,2886193.88,CLOSED,2020-12-02
ACC0052514,CUST032781,BR0195,740518112260,Savings,INR,348631.79,CLOSED,2026-01-18
ACC0052515,CUST073074,BR0049,867881284019,Current,INR,4174982.93,CLOSED,2025-06-10
ACC0052516,CUST097360,BR0250,687505623595,Savings,INR,1910025.22,CLOSED,2026-01-30
ACC0052517,CUST002127,BR0295,151936230066,Current,INR,1683141.73,CLOSED,2017-11-22
ACC0052518,CUST089912,BR0353,202908539232,Savings,INR,951854.99,DORMANT,2017-09-06
ACC0052519,CUST029026,BR0024,172772235595,Current,INR,3736246.69,ACTIVE,2017-07-10
ACC0052520,CUST040798,BR0095,429041338834,Savings,INR,4286105.37,ACTIVE,2024-07-20
ACC0052521,CUST001239,BR0411,134573738976,Savings,INR,1213898.3,ACTIVE,2013-07-18
ACC0052522,CUST077775,BR0257,769785207485,Current,INR,979290.28,ACTIVE,2017-09-06
ACC0052523,CUST099478,BR0026,479424343776,Current,INR,4229910.32,DORMANT,2024-02-29
ACC0052524,CUST065124,BR0360,363743562140,Savings,INR,1959556.21,DORMANT,2024-04-18
ACC0052525,CUST034087,BR0431,861726546820,Current,INR,850508.35,CLOSED,2024-08-30
ACC0052526,CUST031953,BR0434,520283578641,Savings,INR,4411517.67,CLOSED,2013-05-19
ACC0052527,CUST031882,BR0027,448819407607,Savings,INR,375930.85,ACTIVE,2012-05-19
ACC0052528,CUST098564,BR0195,263135412365,Current,INR,1157281.02,ACTIVE,2015-02-16
ACC0052529,CUST081795,BR0295,134954144460,Current,INR,3079676.38,CLOSED,2021-04-11
ACC0052530,CUST093158,BR0482,172468007835,Current,INR,3912247.84,CLOSED,2015-03-20
ACC0052531,CUST002447,BR0130,376894537886,Current,INR,2090481.56,DORMANT,2020-05-02
ACC0052532,CUST008479,BR0267,265895585648,Current,INR,2797495.89,DORMANT,2025-10-05
ACC0052533,CUST095426,BR0287,227331011787,Savings,INR,2838082.5,DORMANT,2017-01-10
ACC0052534,CUST079345,BR0420,164821090678,Current,INR,981971.87,DORMANT,2013-11-20
ACC0052535,CUST062305,BR0446,884873042523,Savings,INR,577797.38,DORMANT,2022-07-13
ACC0052536,CUST021565,BR0259,319638424487,Savings,INR,1530587.52,ACTIVE,2018-01-21
ACC0052537,CUST003299,BR0201,188261895420,Current,INR,4386090.88,CLOSED,2024-12-25
ACC0052538,CUST067307,BR0271,243039471750,Savings,INR,1201793.59,CLOSED,2013-04-27
ACC0052539,CUST002926,BR0252,251764754865,Current,INR,3673123.54,ACTIVE,2017-12-12
ACC0052540,CUST050545,BR0074,196111341147,Savings,INR,2807922.16,CLOSED,2017-10-14
ACC0052541,CUST076401,BR0388,853660050620,Current,INR,1400156.85,DORMANT,2020-03-04
ACC0052542,CUST060646,BR0419,454346245580,Savings,INR,1340271.33,ACTIVE,2024-09-04
ACC0052543,CUST070297,BR0441,158400625203,Savings,INR,732157.96,CLOSED,2020-05-21
ACC0052544,CUST027886,BR0298,388082861026,Savings,INR,4773657.95,CLOSED,2015-11-16
ACC0052545,CUST055944,BR0096,620612324021,Current,INR,4725823.79,ACTIVE,2012-10-23
ACC0052546,CUST019190,BR0070,181062843946,Savings,INR,949563.32,DORMANT,2024-07-15
ACC0052547,CUST037909,BR0159,566132754728,Savings,INR,4459033.13,ACTIVE,2025-08-30
ACC0052548,CUST010563,BR0230,337120548139,Current,INR,4085385.08,DORMANT,2023-09-03
ACC0052549,CUST082187,BR0262,723992282440,Savings,INR,2741885.0,DORMANT,2020-01-18
ACC0052550,CUST012447,BR0007,462484330263,Savings,INR,2381491.21,ACTIVE,2016-10-11
ACC0052551,CUST083980,BR0408,665421120428,Current,INR,1413463.19,DORMANT,2019-11-24
ACC0052552,CUST031161,BR0092,627858461698,Savings,INR,2417365.34,DORMANT,2022-07-11
ACC0052553,CUST071836,BR0300,227611634559,Savings,INR,2600899.94,ACTIVE,2015-09-07
ACC0052554,CUST001224,BR0016,909727245788,Savings,INR,1587959.73,DORMANT,2018-07-26
ACC0052555,CUST048982,BR0101,981826054209,Savings,INR,238674.33,ACTIVE,2019-01-14
ACC0052556,CUST064633,BR0465,125984917210,Savings,INR,2335240.82,CLOSED,2019-10-06
ACC0052557,CUST087338,BR0240,829276889496,Savings,INR,552174.29,CLOSED,2021-09-17
ACC0052558,CUST069696,BR0443,899454097364,Savings,INR,1095075.08,ACTIVE,2020-02-13
ACC0052559,CUST017930,BR0118,713302617515,Savings,INR,3572198.1,ACTIVE,2014-04-19
ACC0052560,CUST046003,BR0309,677612545870,Current,INR,4494460.14,CLOSED,2016-02-13
ACC0052561,CUST032136,BR0035,725617775432,Savings,INR,501941.98,DORMANT,2013-01-18
ACC0052562,CUST012841,BR0315,926483264852,Savings,INR,1958135.51,DORMANT,2020-03-23
ACC0052563,CUST049124,BR0269,597611183428,Current,INR,1505395.03,ACTIVE,2023-04-09
ACC0052564,CUST052572,BR0143,749449137942,Current,INR,3364981.05,CLOSED,2019-08-16
ACC0052565,CUST071139,BR0182,949055740803,Current,INR,2817501.5,ACTIVE,2012-04-01
ACC0052566,CUST038896,BR0462,853200357316,Savings,INR,1348769.19,ACTIVE,2012-12-06
ACC0052567,CUST099018,BR0218,620688275518,Current,INR,1810619.74,DORMANT,2021-11-04
ACC0052568,CUST048693,BR0378,206329849174,Savings,INR,551655.22,ACTIVE,2021-01-05
ACC0052569,CUST041630,BR0153,862627062337,Current,INR,130827.53,CLOSED,2017-05-08
ACC0052570,CUST052471,BR0476,273392074564,Current,INR,2613619.11,DORMANT,2016-09-28
ACC0052571,CUST056842,BR0228,873842606319,Savings,INR,3896631.98,ACTIVE,2013-01-28
ACC0052572,CUST051526,BR0228,249094738480,Current,INR,3801937.64,DORMANT,2025-05-30
ACC0052573,CUST067771,BR0407,297985356621,Current,INR,2704890.74,DORMANT,2011-12-13
ACC0052574,CUST043671,BR0178,765306995249,Savings,INR,3223410.03,DORMANT,2020-12-21
ACC0052575,CUST083821,BR0431,663118521079,Current,INR,4758241.83,ACTIVE,2015-01-20
ACC0052576,CUST035040,BR0276,882617440247,Savings,INR,3900697.61,DORMANT,2012-07-20
ACC0052577,CUST032888,BR0407,573367504571,Savings,INR,3497669.98,CLOSED,2024-04-19
ACC0052578,CUST051675,BR0348,955212900139,Current,INR,1234253.78,CLOSED,2026-01-14
ACC0052579,CUST001005,BR0089,149600563586,Savings,INR,461399.58,ACTIVE,2013-04-30
ACC0052580,CUST063017,BR0141,566126373637,Current,INR,1037052.88,ACTIVE,2016-10-25
ACC0052581,CUST011097,BR0233,319128454531,Savings,INR,4805083.28,ACTIVE,2026-02-26
ACC0052582,CUST046165,BR0411,661128538242,Savings,INR,2912055.96,DORMANT,2016-04-13
ACC0052583,CUST015774,BR0024,589366635886,Current,INR,3242792.03,DORMANT,2018-12-09
ACC0052584,CUST029121,BR0170,508682565737,Current,INR,74230.23,ACTIVE,2016-03-14
ACC0052585,CUST020453,BR0067,495123318858,Current,INR,3047939.01,CLOSED,2026-07-05
ACC0052586,CUST064414,BR0206,455140670308,Savings,INR,3725161.94,CLOSED,2025-11-19
ACC0052587,CUST093402,BR0094,971827256741,Savings,INR,611588.29,DORMANT,2015-03-22
ACC0052588,CUST012125,BR0237,578817230477,Savings,INR,4457282.75,ACTIVE,2012-03-30
ACC0052589,CUST069266,BR0189,993141799074,Current,INR,1445227.68,CLOSED,2025-10-31
ACC0052590,CUST008345,BR0478,234207429102,Savings,INR,2928050.7,ACTIVE,2012-03-07
ACC0052591,CUST061324,BR0359,840287011605,Current,INR,2236344.87,CLOSED,2024-05-05
ACC0052592,CUST039605,BR0381,945802514028,Savings,INR,4444735.36,DORMANT,2021-10-13
ACC0052593,CUST018109,BR0269,866218516120,Savings,INR,4948384.11,ACTIVE,2013-01-08
ACC0052594,CUST073930,BR0238,388644589668,Current,INR,4659641.93,CLOSED,2020-03-27
ACC0052595,CUST005767,BR0474,782413198330,Current,INR,1254236.35,CLOSED,2017-07-23
ACC0052596,CUST094411,BR0328,984440510833,Current,INR,1185067.05,DORMANT,2019-11-03
ACC0052597,CUST079474,BR0080,304347597216,Current,INR,4671408.27,CLOSED,2023-04-03
ACC0052598,CUST016952,BR0059,160371369001,Savings,INR,1854274.05,ACTIVE,2015-05-14
ACC0052599,CUST021633,BR0255,157846789172,Savings,INR,1461922.53,DORMANT,2018-11-26
ACC0052600,CUST064784,BR0058,310531451056,Current,INR,1753428.84,DORMANT,2020-03-08
ACC0052601,CUST035565,BR0369,131546990035,Current,INR,1590359.07,CLOSED,2019-03-21
ACC0052602,CUST014100,BR0391,494496566879,Savings,INR,4436046.25,CLOSED,2024-08-24
ACC0052603,CUST005537,BR0410,744486704354,Current,INR,4572858.37,CLOSED,2023-08-24
ACC0052604,CUST040053,BR0173,532004100635,Savings,INR,3359196.67,DORMANT,2020-05-03
ACC0052605,CUST064664,BR0193,692837373431,Current,INR,4124965.84,DORMANT,2011-07-21
ACC0052606,CUST070711,BR0358,208369148489,Savings,INR,4561950.2,CLOSED,2022-03-11
ACC0052607,CUST069687,BR0467,674018273181,Savings,INR,4815935.24,CLOSED,2015-09-12
ACC0052608,CUST034686,BR0100,643950180928,Current,INR,1583686.2,DORMANT,2016-10-09
ACC0052609,CUST083776,BR0188,884517024070,Savings,INR,1589865.73,DORMANT,2020-09-11
ACC0052610,CUST092075,BR0261,440400074549,Current,INR,974482.84,CLOSED,2016-08-29
ACC0052611,CUST092362,BR0161,642256619516,Savings,INR,1909741.22,ACTIVE,2019-05-03
ACC0052612,CUST034412,BR0425,243730956792,Savings,INR,180466.61,CLOSED,2020-08-13
ACC0052613,CUST057530,BR0397,955243679104,Savings,INR,4254547.79,ACTIVE,2019-03-25
ACC0052614,CUST086431,BR0401,667729769110,Savings,INR,4424212.85,DORMANT,2025-05-31
ACC0052615,CUST082369,BR0457,979398097950,Savings,INR,3583437.74,DORMANT,2018-05-31
ACC0052616,CUST085412,BR0455,133446939313,Savings,INR,2500193.43,CLOSED,2016-06-13
ACC0052617,CUST013888,BR0131,234195504710,Current,INR,4843706.89,ACTIVE,2026-04-10
ACC0052618,CUST069506,BR0431,525160322183,Current,INR,4104545.46,CLOSED,2014-11-07
ACC0052619,CUST006695,BR0090,340044766776,Current,INR,3850264.72,CLOSED,2025-01-13
ACC0052620,CUST010323,BR0050,856972541537,Savings,INR,130785.48,DORMANT,2020-11-11
ACC0052621,CUST075206,BR0005,371962039413,Current,INR,1141054.24,CLOSED,2019-01-11
ACC0052622,CUST008116,BR0274,904516220184,Savings,INR,3707512.45,ACTIVE,2022-08-28
ACC0052623,CUST054933,BR0215,453257254790,Savings,INR,2465385.21,CLOSED,2013-04-21
ACC0052624,CUST027596,BR0383,606078998049,Savings,INR,1729073.72,ACTIVE,2018-04-10
ACC0052625,CUST095492,BR0484,173702308607,Current,INR,3834281.71,CLOSED,2019-08-13
ACC0052626,CUST091190,BR0467,496596058874,Current,INR,4281154.33,CLOSED,2015-10-06
ACC0052627,CUST041187,BR0354,808785380426,Current,INR,2678049.72,CLOSED,2024-12-26
ACC0052628,CUST044263,BR0289,711237036250,Current,INR,4110291.5,ACTIVE,2023-07-26
ACC0052629,CUST037867,BR0312,778303279934,Current,INR,1196750.08,CLOSED,2023-04-01
ACC0052630,CUST039020,BR0220,522298332408,Current,INR,3141270.83,CLOSED,2025-02-26
ACC0052631,CUST061356,BR0480,809855906051,Savings,INR,1930454.58,DORMANT,2021-09-30
ACC0052632,CUST084488,BR0342,930116030360,Savings,INR,311631.09,ACTIVE,2021-08-07
ACC0052633,CUST033197,BR0279,667614169894,Current,INR,1670798.46,CLOSED,2015-10-09
ACC0052634,CUST048231,BR0138,677492083270,Savings,INR,2387691.88,ACTIVE,2016-09-22
ACC0052635,CUST085777,BR0156,920708632448,Savings,INR,1892933.54,CLOSED,2017-01-31
ACC0052636,CUST004699,BR0119,934954587437,Current,INR,917202.55,CLOSED,2020-06-21
ACC0052637,CUST018416,BR0121,920081814074,Savings,INR,581884.4,DORMANT,2016-09-10
ACC0052638,CUST052426,BR0340,535106433953,Current,INR,2300661.44,ACTIVE,2013-04-21
ACC0052639,CUST094734,BR0426,550440914863,Current,INR,4875707.9,ACTIVE,2026-03-01
ACC0052640,CUST026347,BR0415,108567831099,Current,INR,2491813.01,ACTIVE,2023-03-26
ACC0052641,CUST079183,BR0110,921007271539,Savings,INR,4027600.67,DORMANT,2012-08-25
ACC0052642,CUST073470,BR0018,569337276188,Savings,INR,4759157.91,ACTIVE,2020-08-10
ACC0052643,CUST049660,BR0310,513549372552,Current,INR,621022.6,ACTIVE,2015-10-03
ACC0052644,CUST017383,BR0340,744351878291,Savings,INR,260244.51,DORMANT,2025-04-14
ACC0052645,CUST081695,BR0106,436353262948,Savings,INR,2046763.22,ACTIVE,2018-03-29
ACC0052646,CUST043546,BR0314,633096275265,Current,INR,2303400.87,DORMANT,2013-02-17
ACC0052647,CUST082396,BR0147,460186576313,Current,INR,3000567.74,CLOSED,2020-11-29
ACC0052648,CUST022596,BR0016,572595346706,Current,INR,1367744.43,DORMANT,2024-07-01
ACC0052649,CUST020876,BR0297,835155519993,Current,INR,1437263.37,CLOSED,2015-03-05
ACC0052650,CUST052265,BR0228,936224378577,Savings,INR,3298255.84,ACTIVE,2016-12-30
ACC0052651,CUST003398,BR0426,288363675400,Current,INR,7746.23,ACTIVE,2017-08-01
ACC0052652,CUST073493,BR0113,302557244271,Savings,INR,216321.75,ACTIVE,2022-06-26
ACC0052653,CUST012916,BR0220,747702102329,Savings,INR,2722163.03,DORMANT,2020-12-31
ACC0052654,CUST024720,BR0449,482442338436,Current,INR,606316.11,CLOSED,2014-09-21
ACC0052655,CUST010813,BR0380,582993767399,Savings,INR,4201550.62,ACTIVE,2012-03-17
ACC0052656,CUST034742,BR0181,622863998370,Current,INR,3754357.15,CLOSED,2014-11-10
ACC0052657,CUST052203,BR0317,728890239420,Savings,INR,4015952.16,CLOSED,2024-02-13
ACC0052658,CUST079084,BR0119,162079100495,Savings,INR,63962.48,DORMANT,2014-10-16
ACC0052659,CUST022171,BR0392,777880540466,Savings,INR,175988.3,CLOSED,2017-04-07
ACC0052660,CUST033921,BR0293,222854176392,Savings,INR,3366140.19,CLOSED,2012-04-07
ACC0052661,CUST012480,BR0392,454710910533,Current,INR,1109799.31,DORMANT,2011-09-19
ACC0052662,CUST033041,BR0245,981249818953,Savings,INR,2341466.79,DORMANT,2026-04-11
ACC0052663,CUST039712,BR0062,488992028282,Savings,INR,4778331.6,ACTIVE,2013-07-17
ACC0052664,CUST070972,BR0039,736670187129,Savings,INR,4857318.11,DORMANT,2016-08-15
ACC0052665,CUST022285,BR0225,490638274844,Current,INR,310138.21,DORMANT,2017-01-12
ACC0052666,CUST048343,BR0493,291577850018,Current,INR,220100.89,DORMANT,2014-03-09
ACC0052667,CUST094591,BR0301,576840429970,Current,INR,1050580.03,ACTIVE,2024-03-24
ACC0052668,CUST079050,BR0183,172509957393,Savings,INR,2687191.17,CLOSED,2021-09-09
ACC0052669,CUST062416,BR0428,741008435789,Savings,INR,4051647.38,ACTIVE,2019-02-03
ACC0052670,CUST008176,BR0179,210226327838,Current,INR,4543298.18,CLOSED,2023-02-24
ACC0052671,CUST057476,BR0057,344723858243,Savings,INR,4818643.78,CLOSED,2017-04-01
ACC0052672,CUST022316,BR0120,904791304684,Current,INR,486327.71,CLOSED,2012-02-27
ACC0052673,CUST069316,BR0016,147156521528,Current,INR,270745.28,ACTIVE,2016-07-28
ACC0052674,CUST096866,BR0239,638344559532,Current,INR,2443814.83,DORMANT,2015-08-13
ACC0052675,CUST086906,BR0071,570020504960,Current,INR,2494017.01,CLOSED,2015-10-23
ACC0052676,CUST003464,BR0016,197782504541,Current,INR,1140657.21,CLOSED,2011-11-25
ACC0052677,CUST034129,BR0168,775273417199,Savings,INR,1496106.39,DORMANT,2018-06-27
ACC0052678,CUST043356,BR0420,295967571580,Savings,INR,1269482.38,ACTIVE,2021-10-07
ACC0052679,CUST053707,BR0256,369310997576,Current,INR,2336233.49,ACTIVE,2020-10-28
ACC0052680,CUST079915,BR0481,164300239997,Savings,INR,4272832.84,DORMANT,2025-09-20
ACC0052681,CUST090763,BR0301,466210496685,Current,INR,1735986.26,CLOSED,2013-01-20
ACC0052682,CUST075438,BR0090,464236826332,Current,INR,3347399.09,DORMANT,2023-06-11
ACC0052683,CUST021018,BR0478,162814295470,Current,INR,3160141.07,CLOSED,2016-01-11
ACC0052684,CUST094542,BR0423,253682044451,Savings,INR,2633586.0,DORMANT,2014-09-12
ACC0052685,CUST098083,BR0160,356568964964,Savings,INR,1355153.06,CLOSED,2018-05-31
ACC0052686,CUST064148,BR0192,381147152029,Savings,INR,4061833.4,DORMANT,2015-08-05
ACC0052687,CUST051770,BR0307,802917551789,Current,INR,4962170.8,DORMANT,2011-07-27
ACC0052688,CUST092775,BR0009,814368201500,Current,INR,2385990.39,ACTIVE,2025-03-28
ACC0052689,CUST057866,BR0015,291503473142,Current,INR,2530545.85,DORMANT,2012-10-29
ACC0052690,CUST022134,BR0290,912235578325,Savings,INR,3278428.39,CLOSED,2015-12-17
ACC0052691,CUST021325,BR0187,216191447606,Current,INR,1057375.38,ACTIVE,2022-05-06
ACC0052692,CUST044748,BR0331,746404158781,Current,INR,4681755.23,DORMANT,2026-01-30
ACC0052693,CUST027428,BR0492,245994484885,Savings,INR,3806895.25,DORMANT,2025-03-19
ACC0052694,CUST022655,BR0300,122740903370,Current,INR,867826.06,ACTIVE,2014-07-28
